Week_Start_Date,MMWR_week,Country_Region,Population,Density (P/Km²),Confirmed,Deaths,Recovered,Active
2020-04-06,15,Gabon,2225734,9,271.0,7.0,7.0,257.0
2020-04-06,15,Gambia,2416668,239,38.0,7.0,14.0,17.0
2020-04-06,15,Georgia,3989167,57,1546.0,20.0,367.0,1159.0
2020-04-06,15,Germany,83783942,240,817447.0,17307.0,335101.0,465039.0
2020-04-06,15,Ghana,31072940,137,2544.0,44.0,111.0,2389.0
2020-04-06,15,Greece,10423054,81,13632.0,613.0,1883.0,11136.0
2020-04-06,15,Grenada,112523,331,90.0,0.0,0.0,90.0
2020-04-06,15,Guatemala,17915568,167,747.0,23.0,121.0,603.0
2020-04-06,15,Guinea,13132795,53,1342.0,0.0,75.0,1267.0
2020-04-06,15,Guinea-Bissau,1968001,70,232.0,0.0,0.0,232.0
2020-04-06,15,Guyana,786552,4,265.0,39.0,56.0,170.0
2020-04-06,15,Haiti,11402528,414,203.0,12.0,0.0,191.0
2020-04-06,15,Holy See,801,2003,54.0,0.0,10.0,44.0
2020-04-06,15,Honduras,9904607,89,2425.0,161.0,45.0,2219.0
2020-04-06,15,Hong Kong,7496981,7140,6775.0,28.0,1994.0,4753.0
2020-04-06,15,Hungary,9660351,107,7346.0,470.0,673.0,6203.0
2020-04-06,15,Iceland,341243,3,11477.0,47.0,4821.0,6609.0
2020-04-06,15,India,1380004385,464,47979.0,1555.0,4745.0,41679.0
2020-04-06,15,Indonesia,273523615,151,23073.0,1956.0,1797.0,19320.0
2020-04-06,15,Iran,83992949,52,463802.0,28777.0,234702.0,200323.0
2020-04-06,15,Iraq,40222493,93,8536.0,485.0,3456.0,4595.0
2020-04-06,15,Ireland,4937786,72,50393.0,1823.0,175.0,48395.0
2020-04-06,15,Israel,8655535,400,69820.0,580.0,7318.0,61922.0
2020-04-06,15,Italy,60461826,206,1007392.0,127814.0,199390.0,680188.0
2020-04-06,15,Jamaica,2961167,273,444.0,26.0,77.0,341.0
2020-04-06,15,Japan,126476461,347,34767.0,670.0,4630.0,29467.0
2020-04-06,15,Jordan,10203134,115,2574.0,46.0,1123.0,1405.0
2020-04-06,15,Kazakhstan,18776707,7,5495.0,57.0,455.0,4983.0
2020-04-06,15,Kenya,53771296,94,1270.0,47.0,103.0,1120.0
2020-04-06,15,Kuwait,4270571,240,6554.0,7.0,828.0,5719.0
2020-04-06,15,Kyrgyzstan,6524195,34,2008.0,31.0,267.0,1710.0
2020-04-06,15,Laos,7275560,32,110.0,0.0,0.0,110.0
2020-04-06,15,Latvia,1886198,30,4149.0,19.0,112.0,4018.0
2020-04-06,15,Lebanon,6825445,667,4105.0,136.0,484.0,3485.0
2020-04-06,15,Liberia,5057681,53,225.0,29.0,21.0,175.0
2020-04-06,15,Libya,6871292,4,157.0,7.0,43.0,107.0
2020-04-06,15,Liechtenstein,38128,238,548.0,7.0,385.0,156.0
2020-04-06,15,Lithuania,2722289,43,6668.0,129.0,237.0,6302.0
2020-04-06,15,Luxembourg,625978,242,21736.0,365.0,3500.0,17871.0
2020-04-06,15,Macau,649335,21645,315.0,0.0,79.0,236.0
2020-04-06,15,Madagascar,27691018,48,657.0,0.0,73.0,584.0
2020-04-06,15,Malawi,19129952,203,63.0,8.0,0.0,55.0
2020-04-06,15,Malaysia,32365999,99,29662.0,476.0,11590.0,17596.0
2020-04-06,15,Maldives,540544,1802,134.0,0.0,92.0,42.0
2020-04-06,15,Mali,20250833,17,515.0,47.0,125.0,343.0
2020-04-06,15,Malta,441543,1380,2268.0,11.0,118.0,2139.0
2020-04-06,15,Mauritania,4649658,5,46.0,7.0,14.0,25.0
2020-04-06,15,Mauritius,1271768,626,2060.0,55.0,150.0,1855.0
2020-04-06,15,Mexico,128932753,66,22052.0,1234.0,5570.0,15248.0
2020-04-06,15,Moldova,4033963,123,9144.0,187.0,392.0,8565.0
2020-04-06,15,Monaco,39242,26337,596.0,7.0,33.0,556.0
2020-04-06,15,Mongolia,3278290,2,110.0,0.0,26.0,84.0
2020-04-06,15,Montenegro,628066,47,1764.0,15.0,27.0,1722.0
2020-04-06,15,Morocco,36910560,83,9607.0,696.0,825.0,8086.0
2020-04-06,15,Mozambique,31255435,40,115.0,0.0,10.0,105.0
2020-04-06,15,Namibia,2540905,3,112.0,0.0,21.0,91.0
2020-04-06,15,Nepal,29136808,203,66.0,0.0,7.0,59.0
2020-04-06,15,Netherlands,17134872,508,154786.0,16560.0,1953.0,136273.0
2020-04-06,15,New Zealand,4822233,18,8640.0,14.0,2282.0,6344.0
2020-04-06,15,Nicaragua,6624554,55,49.0,7.0,4.0,38.0
2020-04-06,15,Niger,24206644,19,2741.0,77.0,277.0,2387.0
2020-04-06,15,Nigeria,206139589,226,2002.0,51.0,387.0,1564.0
2020-04-06,15,North Macedonia,2083374,83,4748.0,208.0,255.0,4285.0
2020-04-06,15,Norway,5421241,15,43496.0,734.0,224.0,42538.0
2020-04-06,15,Oman,5106626,16,3207.0,19.0,636.0,2552.0
2020-04-06,15,Pakistan,220892340,287,31489.0,479.0,4244.0,26766.0
2020-04-06,15,Panama,4314767,58,17825.0,450.0,115.0,17260.0
2020-04-06,15,Papua New Guinea,8947024,20,14.0,0.0,0.0,14.0
2020-04-06,15,Paraguay,7132538,18,867.0,38.0,118.0,711.0
2020-04-06,15,Peru,32971854,26,35377.0,1001.0,10175.0,24201.0
2020-04-06,15,Philippines,109581078,368,28641.0,1490.0,871.0,26280.0
2020-04-06,15,Poland,37846611,124,39026.0,1190.0,1991.0,35845.0
2020-04-06,15,Portugal,10196709,111,99313.0,2854.0,1501.0,94958.0
2020-04-06,15,Qatar,2881053,248,16694.0,41.0,1414.0,15239.0
2020-04-06,15,Romania,19237691,84,36194.0,1718.0,4380.0,30096.0
2020-04-06,15,Russia,145934462,9,73914.0,574.0,5309.0,68031.0
2020-04-06,15,Rwanda,12952218,525,794.0,0.0,75.0,719.0
2020-04-06,15,Saint Lucia,183627,301,101.0,0.0,10.0,91.0
2020-04-06,15,San Marino,33931,566,2213.0,238.0,320.0,1655.0
2020-04-06,15,Saudi Arabia,34813871,16,23765.0,322.0,4629.0,18814.0
2020-04-06,15,Senegal,16743927,87,1780.0,14.0,893.0,873.0
2020-04-06,15,Serbia,8737371,100,20295.0,475.0,0.0,19820.0
2020-04-06,15,Seychelles,98347,214,77.0,0.0,0.0,77.0
2020-04-06,15,Sierra Leone,7976983,111,52.0,0.0,0.0,52.0
2020-04-06,15,Singapore,5850342,8358,13328.0,47.0,3167.0,10114.0
2020-04-06,15,Slovakia,5459642,114,4683.0,14.0,129.0,4540.0
2020-04-06,15,Slovenia,2078938,103,7848.0,297.0,887.0,6664.0
2020-04-06,15,Somalia,15893222,25,106.0,5.0,8.0,93.0
2020-04-06,15,South Africa,59308690,49,13418.0,135.0,1610.0,11673.0
2020-04-06,15,South Korea,51269185,527,72864.0,1415.0,48769.0,22680.0
2020-04-06,15,South Sudan,11193725,18,20.0,0.0,0.0,20.0
2020-04-06,15,Spain,46754778,94,1068190.0,107521.0,360999.0,599670.0
2020-04-06,15,Sri Lanka,21413249,341,1340.0,46.0,337.0,957.0
2020-04-06,15,Sudan,43849260,25,110.0,14.0,14.0,82.0
2020-04-06,15,Suriname,586632,4,70.0,7.0,19.0,44.0
2020-04-06,15,Sweden,10099265,25,62778.0,5204.0,1963.0,55611.0
2020-04-06,15,Switzerland,8654622,219,166314.0,6573.0,73060.0,86681.0
2020-04-06,15,Syria,17500658,95,145.0,14.0,27.0,104.0
2020-04-06,15,Taiwan,23816775,673,2663.0,38.0,541.0,2084.0
2020-04-06,15,Tanzania,59734218,67,194.0,13.0,33.0,148.0
2020-04-06,15,Thailand,69799978,137,16812.0,221.0,6875.0,9716.0
2020-04-06,15,Timor-Leste,1318445,89,10.0,0.0,3.0,7.0
2020-04-06,15,Togo,8278724,152,494.0,21.0,172.0,301.0
2020-04-06,15,Trinidad and Tobago,1399488,273,762.0,56.0,33.0,673.0
2020-04-06,15,Tunisia,11818619,76,4553.0,178.0,191.0,4184.0
2020-04-06,15,Turkey,84339067,110,300986.0,6399.0,15730.0,278857.0
2020-04-06,15,US,331002651,36,3231623.0,115745.0,183361.0,2932517.0
2020-04-06,15,Uganda,45741007,229,370.0,0.0,8.0,362.0
2020-04-06,15,Ukraine,43733762,75,13832.0,417.0,365.0,13050.0
2020-04-06,15,United Arab Emirates,9890402,118,21303.0,107.0,2546.0,18650.0
2020-04-06,15,United Kingdom,67886011,281,475259.0,56155.0,3152.0,415952.0
2020-04-06,15,Uruguay,3473730,20,3157.0,48.0,1247.0,1862.0
2020-04-06,15,Uzbekistan,33469203,79,4360.0,21.0,278.0,4061.0
2020-04-06,15,Venezuela,28435940,32,1195.0,59.0,549.0,587.0
2020-04-06,15,Vietnam,97338579,314,1777.0,0.0,904.0,873.0
2020-04-06,15,Western Sahara,597339,2,30.0,0.0,0.0,30.0
2020-04-06,15,Yemen,29825964,56,3.0,0.0,0.0,3.0
2020-04-06,15,Zambia,18383955,25,279.0,10.0,126.0,143.0
2020-04-06,15,Zimbabwe,14862924,38,84.0,18.0,0.0,66.0
2020-04-13,16,Afghanistan,38928346,60,5838.0,192.0,511.0,5135.0
2020-04-13,16,Albania,2877797,105,3603.0,176.0,1907.0,1520.0
2020-04-13,16,Algeria,43851044,18,16062.0,2429.0,5570.0,8063.0
2020-04-13,16,Andorra,77265,164,4764.0,232.0,1225.0,3307.0
2020-04-13,16,Angola,32866272,26,143.0,14.0,36.0,93.0
2020-04-13,16,Antigua and Barbuda,97929,223,161.0,18.0,18.0,125.0
2020-04-13,16,Argentina,45195774,17,17765.0,809.0,4361.0,12595.0
2020-04-13,16,Armenia,2963243,104,8116.0,124.0,2601.0,5391.0
2020-04-13,16,Australia,25499884,3,45284.0,449.0,20589.0,24246.0
2020-04-13,16,Austria,9006398,109,101094.0,2881.0,62479.0,35734.0
2020-04-13,16,Azerbaijan,10139177,123,8992.0,105.0,3334.0,5553.0
2020-04-13,16,Bahamas,393244,39,362.0,59.0,50.0,253.0
2020-04-13,16,Bahrain,1701575,2239,11654.0,48.0,4841.0,6765.0
2020-04-13,16,Bangladesh,164689383,1265,11056.0,445.0,381.0,10230.0
2020-04-13,16,Barbados,287375,668,517.0,33.0,105.0,379.0
2020-04-13,16,Belarus,9449323,47,28469.0,272.0,1990.0,26207.0
2020-04-13,16,Belgium,11589623,383,241907.0,33656.0,53310.0,154941.0
2020-04-13,16,Belize,397628,17,126.0,14.0,2.0,110.0
2020-04-13,16,Benin,12123200,108,245.0,7.0,113.0,125.0
2020-04-13,16,Bhutan,771608,20,35.0,0.0,14.0,21.0
2020-04-13,16,Bolivia,11673021,11,3000.0,206.0,117.0,2677.0
2020-04-13,16,Bosnia and Herzegovina,3280819,64,8164.0,304.0,1977.0,5883.0
2020-04-13,16,Botswana,2351627,4,104.0,7.0,0.0,97.0
2020-04-13,16,Brazil,212559417,25,216431.0,13477.0,81453.0,121501.0
2020-04-13,16,Brunei,437479,83,955.0,7.0,770.0,178.0
2020-04-13,16,Bulgaria,6948445,64,5563.0,265.0,834.0,4464.0
2020-04-13,16,Burkina Faso,20903273,76,3811.0,228.0,1774.0,1809.0
2020-04-13,16,Burma,54409800,83,581.0,30.0,25.0,526.0
2020-04-13,16,Burundi,11890784,463,35.0,7.0,0.0,28.0
2020-04-13,16,Cabo Verde,555987,138,308.0,7.0,7.0,294.0
2020-04-13,16,Cambodia,16718965,95,854.0,0.0,668.0,186.0
2020-04-13,16,Cameroon,26545863,56,6542.0,151.0,1203.0,5188.0
2020-04-13,16,Canada,37742154,4,214536.0,8264.0,67988.0,138284.0
2020-04-13,16,Central African Republic,4829767,8,82.0,0.0,27.0,55.0
2020-04-13,16,Chad,16425864,13,189.0,0.0,32.0,157.0
2020-04-13,16,Chile,19116201,26,61592.0,748.0,23243.0,37601.0
2020-04-13,16,China,1439323776,153,572998.0,27312.0,537931.0,7755.0
2020-04-13,16,Colombia,50882891,46,22839.0,999.0,3654.0,18186.0
2020-04-13,16,Congo (Brazzaville),5518087,16,783.0,38.0,65.0,680.0
2020-04-13,16,Congo (Kinshasa),89561403,40,1918.0,156.0,158.0,1604.0
2020-04-13,16,Costa Rica,5094118,100,4462.0,27.0,566.0,3869.0
2020-04-13,16,Croatia,4105267,73,12403.0,246.0,3741.0,8416.0
2020-04-13,16,Cuba,11326616,106,6112.0,190.0,1249.0,4673.0
2020-04-13,16,Cyprus,1207359,131,5085.0,84.0,509.0,4492.0
2020-04-13,16,Czechia,10708981,139,44720.0,1179.0,6651.0,36890.0
2020-04-13,16,Denmark,5792202,137,49454.0,2251.0,23150.0,24053.0
2020-04-13,16,Djibouti,988000,43,3997.0,14.0,492.0,3491.0
2020-04-13,16,Dominica,71986,96,112.0,0.0,56.0,56.0
2020-04-13,16,Dominican Republic,10847910,225,26963.0,1388.0,1680.0,23895.0
2020-04-13,16,Ecuador,17643054,71,58155.0,2866.0,5818.0,49471.0
2020-04-13,16,Egypt,102334404,103,18738.0,1389.0,4442.0,12907.0
2020-04-13,16,El Salvador,6486205,313,1177.0,45.0,235.0,897.0
2020-04-13,16,Equatorial Guinea,1402985,50,401.0,0.0,28.0,373.0
2020-04-13,16,Eritrea,3546421,35,251.0,0.0,6.0,245.0
2020-04-13,16,Estonia,1326535,31,10038.0,246.0,938.0,8854.0
2020-04-13,16,Eswatini,1160164,67,121.0,4.0,55.0,62.0
2020-04-13,16,Ethiopia,114963588,115,642.0,21.0,105.0,516.0
2020-04-13,16,Fiji,896445,49,116.0,0.0,0.0,116.0
2020-04-13,16,Finland,5540720,18,23784.0,536.0,7700.0,15548.0
2020-04-13,16,France,65273511,119,1003285.0,123655.0,230672.0,648958.0
2020-04-13,16,Gabon,2225734,9,599.0,7.0,31.0,561.0
2020-04-13,16,Gambia,2416668,239,64.0,7.0,14.0,43.0
2020-04-13,16,Georgia,3989167,57,2378.0,23.0,542.0,1813.0
2020-04-13,16,Germany,83783942,240,963805.0,27741.0,538614.0,397450.0
2020-04-13,16,Ghana,31072940,137,4996.0,58.0,402.0,4536.0
2020-04-13,16,Greece,10423054,81,15408.0,738.0,1883.0,12787.0
2020-04-13,16,Grenada,112523,331,98.0,0.0,18.0,80.0
2020-04-13,16,Guatemala,17915568,167,1405.0,41.0,139.0,1225.0
2020-04-13,16,Guinea,13132795,53,3098.0,13.0,339.0,2746.0
2020-04-13,16,Guinea-Bissau,1968001,70,301.0,0.0,3.0,298.0
2020-04-13,16,Guyana,786552,4,393.0,43.0,59.0,291.0
2020-04-13,16,Haiti,11402528,414,296.0,21.0,0.0,275.0
2020-04-13,16,Holy See,801,2003,56.0,0.0,14.0,42.0
2020-04-13,16,Honduras,9904607,89,3020.0,250.0,67.0,2703.0
2020-04-13,16,Hong Kong,7496981,7140,7125.0,28.0,3441.0,3656.0
2020-04-13,16,Hungary,9660351,107,11714.0,1024.0,1321.0,9369.0
2020-04-13,16,Iceland,341243,3,12182.0,59.0,7949.0,4174.0
2020-04-13,16,India,1380004385,464,95381.0,3170.0,13098.0,79113.0
2020-04-13,16,Indonesia,273523615,151,38794.0,3460.0,3724.0,31610.0
2020-04-13,16,Iran,83992949,52,545137.0,34021.0,363348.0,147768.0
2020-04-13,16,Iraq,40222493,93,10161.0,560.0,6019.0,3582.0
2020-04-13,16,Ireland,4937786,72,91933.0,3412.0,435.0,88086.0
2020-04-13,16,Israel,8655535,400,88629.0,998.0,19767.0,67864.0
2020-04-13,16,Italy,60461826,206,1183431.0,154979.0,285530.0,742922.0
2020-04-13,16,Jamaica,2961167,273,893.0,33.0,157.0,703.0
2020-04-13,16,Japan,126476461,347,62621.0,1238.0,6500.0,54883.0
2020-04-13,16,Jordan,10203134,115,2828.0,49.0,1769.0,1010.0
2020-04-13,16,Kazakhstan,18776707,7,9857.0,110.0,1982.0,7765.0
2020-04-13,16,Kenya,53771296,94,1661.0,76.0,367.0,1218.0
2020-04-13,16,Kuwait,4270571,240,10908.0,29.0,1600.0,9279.0
2020-04-13,16,Kyrgyzstan,6524195,34,3313.0,35.0,684.0,2594.0
2020-04-13,16,Laos,7275560,32,133.0,0.0,10.0,123.0
2020-04-13,16,Latvia,1886198,30,4774.0,35.0,397.0,4342.0
2020-04-13,16,Lebanon,6825445,667,4607.0,146.0,618.0,3843.0
2020-04-13,16,Liberia,5057681,53,479.0,46.0,37.0,396.0
2020-04-13,16,Libya,6871292,4,307.0,7.0,71.0,229.0
2020-04-13,16,Liechtenstein,38128,238,555.0,7.0,385.0,163.0
2020-04-13,16,Lithuania,2722289,43,8037.0,216.0,1198.0,6623.0
2020-04-13,16,Luxembourg,625978,242,23983.0,491.0,3885.0,19607.0
2020-04-13,16,Macau,649335,21645,225.0,0.0,85.0,140.0
2020-04-13,16,Madagascar,27691018,48,793.0,0.0,213.0,580.0
2020-04-13,16,Malawi,19129952,203,115.0,14.0,9.0,92.0
2020-04-13,16,Malaysia,32365999,99,36003.0,589.0,19433.0,15981.0
2020-04-13,16,Maldives,540544,1802,202.0,0.0,110.0,92.0
2020-04-13,16,Mali,20250833,17,1197.0,89.0,245.0,863.0
2020-04-13,16,Malta,441543,1380,2863.0,21.0,522.0,2320.0
2020-04-13,16,Mauritania,4649658,5,49.0,7.0,18.0,24.0
2020-04-13,16,Mauritius,1271768,626,2273.0,63.0,735.0,1475.0
2020-04-13,16,Mexico,128932753,66,41590.0,3165.0,14934.0,23491.0
2020-04-13,16,Moldova,4033963,123,14963.0,355.0,1771.0,12837.0
2020-04-13,16,Monaco,39242,26337,654.0,17.0,100.0,537.0
2020-04-13,16,Mongolia,3278290,2,202.0,0.0,36.0,166.0
2020-04-13,16,Montenegro,628066,47,2066.0,30.0,326.0,1710.0
2020-04-13,16,Morocco,36910560,83,16062.0,922.0,1820.0,13320.0
2020-04-13,16,Mozambique,31255435,40,217.0,0.0,22.0,195.0
2020-04-13,16,Namibia,2540905,3,112.0,0.0,29.0,83.0
2020-04-13,16,Nepal,29136808,203,154.0,0.0,13.0,141.0
2020-04-13,16,Netherlands,17134872,508,207212.0,23041.0,2161.0,182010.0
2020-04-13,16,New Zealand,4822233,18,9764.0,66.0,5267.0,4431.0
2020-04-13,16,Nicaragua,6624554,55,64.0,9.0,32.0,23.0
2020-04-13,16,Niger,24206644,19,4181.0,111.0,685.0,3385.0
2020-04-13,16,Nigeria,206139589,226,3227.0,103.0,965.0,2159.0
2020-04-13,16,North Macedonia,2083374,83,7311.0,322.0,831.0,6158.0
2020-04-13,16,Norway,5421241,15,47913.0,1065.0,224.0,46624.0
2020-04-13,16,Oman,5106626,16,6984.0,35.0,1146.0,5803.0
2020-04-13,16,Pakistan,220892340,287,47646.0,874.0,11029.0,35743.0
2020-04-13,16,Panama,4314767,58,26696.0,724.0,597.0,25375.0
2020-04-13,16,Papua New Guinea,8947024,20,34.0,0.0,0.0,34.0
2020-04-13,16,Paraguay,7132538,18,1248.0,53.0,203.0,992.0
2020-04-13,16,Peru,32971854,26,87590.0,2022.0,34775.0,50793.0
2020-04-13,16,Philippines,109581078,368,39492.0,2554.0,2900.0,34038.0
2020-04-13,16,Poland,37846611,124,56044.0,2147.0,5434.0,48463.0
2020-04-13,16,Portugal,10196709,111,130227.0,4388.0,3239.0,122600.0
2020-04-13,16,Qatar,2881053,248,29592.0,51.0,3020.0,26521.0
2020-04-13,16,Romania,19237691,84,53666.0,2729.0,9669.0,41268.0
2020-04-13,16,Russia,145934462,9,203512.0,1695.0,16392.0,185425.0
2020-04-13,16,Rwanda,12952218,525,969.0,0.0,415.0,554.0
2020-04-13,16,Saint Lucia,183627,301,105.0,0.0,70.0,35.0
2020-04-13,16,San Marino,33931,566,2876.0,262.0,391.0,2223.0
2020-04-13,16,Saudi Arabia,34813871,16,47323.0,576.0,7391.0,39356.0
2020-04-13,16,Senegal,16743927,87,2298.0,16.0,1374.0,908.0
2020-04-13,16,Serbia,8737371,100,36712.0,730.0,1924.0,34058.0
2020-04-13,16,Seychelles,98347,214,77.0,0.0,15.0,62.0
2020-04-13,16,Sierra Leone,7976983,111,140.0,0.0,6.0,134.0
2020-04-13,16,Singapore,5850342,8358,31926.0,72.0,4748.0,27106.0
2020-04-13,16,Slovakia,5459642,114,6743.0,50.0,1155.0,5538.0
2020-04-13,16,Slovenia,2078938,103,8899.0,443.0,1199.0,7257.0
2020-04-13,16,Somalia,15893222,25,695.0,34.0,15.0,646.0
2020-04-13,16,South Africa,59308690,49,18773.0,292.0,4842.0,13639.0
2020-04-13,16,South Korea,51269185,527,74254.0,1589.0,54162.0,18503.0
2020-04-13,16,South Sudan,11193725,18,28.0,0.0,0.0,28.0
2020-04-13,16,Spain,46754778,94,1286471.0,134333.0,504832.0,647306.0
2020-04-13,16,Sri Lanka,21413249,341,1695.0,49.0,507.0,1139.0
2020-04-13,16,Sudan,43849260,25,290.0,45.0,32.0,213.0
2020-04-13,16,Suriname,586632,4,70.0,7.0,42.0,21.0
2020-04-13,16,Sweden,10099265,25,88283.0,8939.0,3343.0,76001.0
2020-04-13,16,Switzerland,8654622,219,186914.0,8920.0,110000.0,67994.0
2020-04-13,16,Syria,17500658,95,235.0,15.0,35.0,185.0
2020-04-13,16,Taiwan,23816775,673,2789.0,42.0,1045.0,1702.0
2020-04-13,16,Tanzania,59734218,67,748.0,31.0,69.0,648.0
2020-04-13,16,Thailand,69799978,137,18705.0,311.0,11187.0,7207.0
2020-04-13,16,Timor-Leste,1318445,89,91.0,0.0,7.0,84.0
2020-04-13,16,Togo,8278724,152,567.0,29.0,290.0,248.0
2020-04-13,16,Trinidad and Tobago,1399488,273,796.0,56.0,134.0,606.0
2020-04-13,16,Tunisia,11818619,76,5682.0,252.0,301.0,5129.0
2020-04-13,16,Turkey,84339067,110,516926.0,11536.0,52579.0,452811.0
2020-04-13,16,US,331002651,36,4683429.0,226698.0,391766.0,4064965.0
2020-04-13,16,Uganda,45741007,229,385.0,0.0,117.0,268.0
2020-04-13,16,Ukraine,43733762,75,29616.0,814.0,1413.0,27389.0
2020-04-13,16,United Arab Emirates,9890402,118,40029.0,236.0,7576.0,32217.0
2020-04-13,16,United Kingdom,67886011,281,734298.0,96329.0,2614.0,635355.0
2020-04-13,16,Uruguay,3473730,20,3484.0,61.0,1903.0,1520.0
2020-04-13,16,Uzbekistan,33469203,79,9274.0,30.0,995.0,8249.0
2020-04-13,16,Venezuela,28435940,32,1466.0,63.0,783.0,620.0
2020-04-13,16,Vietnam,97338579,314,1870.0,0.0,1264.0,606.0
2020-04-13,16,Western Sahara,597339,2,42.0,0.0,0.0,42.0
2020-04-13,16,Yemen,29825964,56,7.0,0.0,0.0,7.0
2020-04-13,16,Zambia,18383955,25,356.0,15.0,216.0,125.0
2020-04-13,16,Zimbabwe,14862924,38,154.0,21.0,8.0,125.0
2020-04-20,17,Afghanistan,38928346,60,8918.0,294.0,1213.0,7411.0
2020-04-20,17,Albania,2877797,105,4606.0,188.0,2620.0,1798.0
2020-04-20,17,Algeria,43851044,18,21211.0,2844.0,9205.0,9162.0
2020-04-20,17,Andorra,77265,164,5087.0,268.0,2204.0,2615.0
2020-04-20,17,Angola,32866272,26,174.0,14.0,42.0,118.0
2020-04-20,17,Antigua and Barbuda,97929,223,166.0,21.0,63.0,82.0
2020-04-20,17,Argentina,45195774,17,23830.0,1153.0,6481.0,16196.0
2020-04-20,17,Armenia,2963243,104,10755.0,177.0,4845.0,5733.0
2020-04-20,17,Australia,25499884,3,46387.0,518.0,30384.0,15485.0
2020-04-20,17,Austria,9006398,109,105039.0,3601.0,80881.0,20557.0
2020-04-20,17,Azerbaijan,10139177,123,10836.0,142.0,6743.0,3951.0
2020-04-20,17,Bahamas,393244,39,493.0,71.0,101.0,321.0
2020-04-20,17,Bahrain,1701575,2239,15877.0,53.0,7123.0,8701.0
2020-04-20,17,Bangladesh,164689383,1265,29391.0,874.0,719.0,27798.0
2020-04-20,17,Barbados,287375,668,536.0,39.0,200.0,297.0
2020-04-20,17,Belarus,9449323,47,57116.0,426.0,7186.0,49504.0
2020-04-20,17,Belgium,11589623,383,301377.0,45268.0,68454.0,187655.0
2020-04-20,17,Belize,397628,17,126.0,14.0,26.0,86.0
2020-04-20,17,Benin,12123200,108,388.0,7.0,195.0,186.0
2020-04-20,17,Bhutan,771608,20,45.0,0.0,19.0,26.0
2020-04-20,17,Bolivia,11673021,11,5097.0,287.0,344.0,4466.0
2020-04-20,17,Bosnia and Herzegovina,3280819,64,9855.0,378.0,3517.0,5960.0
2020-04-20,17,Botswana,2351627,4,150.0,7.0,0.0,143.0
2020-04-20,17,Brazil,212559417,25,356082.0,23612.0,183979.0,148491.0
2020-04-20,17,Brunei,437479,83,966.0,7.0,832.0,127.0
2020-04-20,17,Bulgaria,6948445,64,7806.0,354.0,1300.0,6152.0
2020-04-20,17,Burkina Faso,20903273,76,4296.0,280.0,2838.0,1178.0
2020-04-20,17,Burma,54409800,83,938.0,35.0,59.0,844.0
2020-04-20,17,Burundi,11890784,463,65.0,7.0,28.0,30.0
2020-04-20,17,Cabo Verde,555987,138,574.0,7.0,7.0,560.0
2020-04-20,17,Cambodia,16718965,95,854.0,0.0,788.0,66.0
2020-04-20,17,Cameroon,26545863,56,9392.0,323.0,3850.0,5219.0
2020-04-20,17,Canada,37742154,4,298692.0,15551.0,102991.0,180150.0
2020-04-20,17,Central African Republic,4829767,8,107.0,0.0,64.0,43.0
2020-04-20,17,Chad,16425864,13,264.0,0.0,70.0,194.0
2020-04-20,17,Chile,19116201,26,82942.0,1158.0,40932.0,40852.0
2020-04-20,17,China,1439323776,153,612364.0,36591.0,569562.0,6211.0
2020-04-20,17,Colombia,50882891,46,32445.0,1508.0,6608.0,24329.0
2020-04-20,17,Congo (Brazzaville),5518087,16,1297.0,42.0,121.0,1134.0
2020-04-20,17,Congo (Kinshasa),89561403,40,2670.0,181.0,301.0,2188.0
2020-04-20,17,Costa Rica,5094118,100,4773.0,42.0,1372.0,3359.0
2020-04-20,17,Croatia,4105267,73,13775.0,353.0,6443.0,6979.0
2020-04-20,17,Cuba,11326616,106,8639.0,311.0,2654.0,5674.0
2020-04-20,17,Cyprus,1207359,131,5572.0,92.0,769.0,4711.0
2020-04-20,17,Czechia,10708981,139,50281.0,1465.0,14822.0,33994.0
2020-04-20,17,Denmark,5792202,137,57805.0,2755.0,37804.0,17246.0
2020-04-20,17,Djibouti,988000,43,6781.0,14.0,1763.0,5004.0
2020-04-20,17,Dominica,71986,96,112.0,0.0,70.0,42.0
2020-04-20,17,Dominican Republic,10847910,225,38661.0,1823.0,4536.0,32302.0
2020-04-20,17,Ecuador,17643054,71,110716.0,3852.0,9045.0,97819.0
2020-04-20,17,Egypt,102334404,103,27318.0,1995.0,6995.0,18328.0
2020-04-20,17,El Salvador,6486205,313,1776.0,53.0,457.0,1266.0
2020-04-20,17,Equatorial Guinea,1402985,50,1060.0,5.0,50.0,1005.0
2020-04-20,17,Eritrea,3546421,35,273.0,0.0,58.0,215.0
2020-04-20,17,Estonia,1326535,31,11121.0,313.0,1377.0,9431.0
2020-04-20,17,Eswatini,1160164,67,268.0,7.0,62.0,199.0
2020-04-20,17,Ethiopia,114963588,115,819.0,21.0,169.0,629.0
2020-04-20,17,Fiji,896445,49,126.0,0.0,54.0,72.0
2020-04-20,17,Finland,5540720,18,29741.0,1113.0,15500.0,13128.0
2020-04-20,17,France,65273511,119,1116178.0,152200.0,297267.0,666711.0
2020-04-20,17,Gabon,2225734,9,1133.0,14.0,157.0,962.0
2020-04-20,17,Gambia,2416668,239,70.0,7.0,32.0,31.0
2020-04-20,17,Georgia,3989167,57,3037.0,34.0,830.0,2173.0
2020-04-20,17,Germany,83783942,240,1068415.0,38362.0,721000.0,309053.0
